,symbol,name,price,change,volumne
1567,CNA.L,Centrica plc,2.3000,-1.35,30.971M
1568,ZX11.L,,2.3000,+2.00,123.9M
1569,EUZ.L,Europa Metals Limited,2.3000,0.0000,20.845M
1570,GGP.L,Greatland Gold plc,2.3000,-0.27,18.056M
1571,WINV.L,Worsley Investors Ord,2.3000,-0.20,20.65M
1572,0RPI.IL,Saipem SpA,2.3000,+0.0680,16.882M
1573,0RJN.IL,"Banco Comercial Português, S.A.",2.3000,+0.0064,16.922M
1574,RR.L,Rolls-Royce Holdings plc,2.3000,+4.70,15.755M
1575,TOM.L,TomCo Energy Plc,0.0430,-0.0020,27.882M
1576,SCIR.L,Scirocco Energy Plc,0.0430,-0.0500,25.367M
1577,VAST.L,Vast Resources plc,0.0430,0.0000,22.675M
1578,0VL5.L,Torex Gold Resources Inc.,0.0430,+0.05,26.228M
1579,ZPHR.L,Zephyr Energy plc,0.0430,-0.6000,22.918M
1580,ENET.L,Ethernity Networks Ltd.,0.0430,+0.0500,22.491M
1581,CLA.L,Celsius Resources Limited,0.0430,-0.0250,24.9M
1582,BLU.L,Blue Star Capital plc,0.0430,0.0000,21.231M
1583,0RU5.L,BerGenBio ASA,0.0430,+0.0185,24.592M
1584,GWMO.L,Great Western Mining Corporation PLC,0.0430,+0.0010,20.765M
1585,TRAF.L,Trafalgar Property Group plc,0.0430,-0.0100,23.202M
1586,CORO.L,Coro Energy plc,0.0430,0.0000,22.388M
1587,SOLG.L,SolGold plc,0.0430,+1.31,19.924M
1588,QBT.L,Quantum Blockchain Technologies Plc,0.0430,+0.0250,19.292M
1589,NWG.L,NatWest Group plc,0.0430,+2.70,28.94M
1590,HSBA.L,HSBC Holdings plc,0.0430,+4.00,18.533M
1591,CNA.L,Centrica plc,0.0430,-1.35,30.971M
1592,ZX11.L,,0.0430,+2.00,123.9M
1593,EUZ.L,Europa Metals Limited,0.0430,0.0000,20.845M
1594,GGP.L,Greatland Gold plc,0.0430,-0.27,18.056M
1595,WINV.L,Worsley Investors Ord,0.0430,-0.20,20.65M
1596,0RPI.IL,Saipem SpA,0.0430,+0.0680,16.882M
1597,0RJN.IL,"Banco Comercial Português, S.A.",0.0430,+0.0064,16.922M
1598,RR.L,Rolls-Royce Holdings plc,0.0430,+4.70,15.755M
1599,DEMG.L,Deltex Medical Group plc,0.0430,+0.0050,15.696M
1600,SCIR.L,Scirocco Energy Plc,0.2750,-0.0500,25.367M
1601,VAST.L,Vast Resources plc,0.2750,0.0000,22.675M
1602,0VL5.L,Torex Gold Resources Inc.,0.2750,+0.05,26.228M
1603,ZPHR.L,Zephyr Energy plc,0.2750,-0.6000,22.918M
1604,ENET.L,Ethernity Networks Ltd.,0.2750,+0.0500,22.491M
1605,CLA.L,Celsius Resources Limited,0.2750,-0.0250,24.9M
1606,BLU.L,Blue Star Capital plc,0.2750,0.0000,21.231M
1607,0RU5.L,BerGenBio ASA,0.2750,+0.0185,24.592M
1608,GWMO.L,Great Western Mining Corporation PLC,0.2750,+0.0010,20.765M
1609,TRAF.L,Trafalgar Property Group plc,0.2750,-0.0100,23.202M
1610,CORO.L,Coro Energy plc,0.2750,0.0000,22.388M
1611,SOLG.L,SolGold plc,0.2750,+1.31,19.924M
1612,QBT.L,Quantum Blockchain Technologies Plc,0.2750,+0.0250,19.292M
1613,NWG.L,NatWest Group plc,0.2750,+2.70,28.94M
1614,HSBA.L,HSBC Holdings plc,0.2750,+4.00,18.533M
1615,CNA.L,Centrica plc,0.2750,-1.35,30.971M
1616,ZX11.L,,0.2750,+2.00,123.9M
1617,EUZ.L,Europa Metals Limited,0.2750,0.0000,20.845M
1618,GGP.L,Greatland Gold plc,0.2750,-0.27,18.056M
1619,WINV.L,Worsley Investors Ord,0.2750,-0.20,20.65M
1620,0RPI.IL,Saipem SpA,0.2750,+0.0680,16.882M
1621,0RJN.IL,"Banco Comercial Português, S.A.",0.2750,+0.0064,16.922M
1622,RR.L,Rolls-Royce Holdings plc,0.2750,+4.70,15.755M
1623,DEMG.L,Deltex Medical Group plc,0.2750,+0.0050,15.696M
1624,0HBC.IL,Intesa Sanpaolo S.p.A.,0.2750,+0.0187,14.94M
1625,VAST.L,Vast Resources plc,0.3400,0.0000,22.675M
1626,0VL5.L,Torex Gold Resources Inc.,0.3400,+0.05,26.228M
1627,ZPHR.L,Zephyr Energy plc,0.3400,-0.6000,22.918M
1628,ENET.L,Ethernity Networks Ltd.,0.3400,+0.0500,22.491M
1629,CLA.L,Celsius Resources Limited,0.3400,-0.0250,24.9M
1630,BLU.L,Blue Star Capital plc,0.3400,0.0000,21.231M
1631,0RU5.L,BerGenBio ASA,0.3400,+0.0185,24.592M
1632,GWMO.L,Great Western Mining Corporation PLC,0.3400,+0.0010,20.765M
1633,TRAF.L,Trafalgar Property Group plc,0.3400,-0.0100,23.202M
1634,CORO.L,Coro Energy plc,0.3400,0.0000,22.388M
1635,SOLG.L,SolGold plc,0.3400,+1.31,19.924M
1636,QBT.L,Quantum Blockchain Technologies Plc,0.3400,+0.0250,19.292M
1637,NWG.L,NatWest Group plc,0.3400,+2.70,28.94M
1638,HSBA.L,HSBC Holdings plc,0.3400,+4.00,18.533M
1639,CNA.L,Centrica plc,0.3400,-1.35,30.971M
1640,ZX11.L,,0.3400,+2.00,123.9M
1641,EUZ.L,Europa Metals Limited,0.3400,0.0000,20.845M
1642,GGP.L,Greatland Gold plc,0.3400,-0.27,18.056M
1643,WINV.L,Worsley Investors Ord,0.3400,-0.20,20.65M
1644,0RPI.IL,Saipem SpA,0.3400,+0.0680,16.882M
1645,0RJN.IL,"Banco Comercial Português, S.A.",0.3400,+0.0064,16.922M
1646,RR.L,Rolls-Royce Holdings plc,0.3400,+4.70,15.755M
1647,DEMG.L,Deltex Medical Group plc,0.3400,+0.0050,15.696M
1648,0HBC.IL,Intesa Sanpaolo S.p.A.,0.3400,+0.0187,14.94M
1649,APTA.L,Aptamer Group plc,0.3400,-0.0250,15.846M
1650,0VL5.L,Torex Gold Resources Inc.,18.05,+0.05,26.228M
1651,ZPHR.L,Zephyr Energy plc,18.05,-0.6000,22.918M
1652,ENET.L,Ethernity Networks Ltd.,18.05,+0.0500,22.491M
1653,CLA.L,Celsius Resources Limited,18.05,-0.0250,24.9M
1654,BLU.L,Blue Star Capital plc,18.05,0.0000,21.231M
1655,0RU5.L,BerGenBio ASA,18.05,+0.0185,24.592M
1656,GWMO.L,Great Western Mining Corporation PLC,18.05,+0.0010,20.765M
1657,TRAF.L,Trafalgar Property Group plc,18.05,-0.0100,23.202M
1658,CORO.L,Coro Energy plc,18.05,0.0000,22.388M
1659,SOLG.L,SolGold plc,18.05,+1.31,19.924M
1660,QBT.L,Quantum Blockchain Technologies Plc,18.05,+0.0250,19.292M
1661,NWG.L,NatWest Group plc,18.05,+2.70,28.94M
1662,HSBA.L,HSBC Holdings plc,18.05,+4.00,18.533M
1663,CNA.L,Centrica plc,18.05,-1.35,30.971M
1664,ZX11.L,,18.05,+2.00,123.9M
1665,EUZ.L,Europa Metals Limited,18.05,0.0000,20.845M
1666,GGP.L,Greatland Gold plc,18.05,-0.27,18.056M
1667,WINV.L,Worsley Investors Ord,18.05,-0.20,20.65M
1668,0RPI.IL,Saipem SpA,18.05,+0.0680,16.882M
1669,0RJN.IL,"Banco Comercial Português, S.A.",18.05,+0.0064,16.922M
1670,RR.L,Rolls-Royce Holdings plc,18.05,+4.70,15.755M
1671,DEMG.L,Deltex Medical Group plc,18.05,+0.0050,15.696M
1672,0HBC.IL,Intesa Sanpaolo S.p.A.,18.05,+0.0187,14.94M
1673,APTA.L,Aptamer Group plc,18.05,-0.0250,15.846M
1674,SMDS.L,DS Smith Plc,18.05,+0.10,14.938M
1675,ZPHR.L,Zephyr Energy plc,4.2000,-0.6000,22.918M
1676,ENET.L,Ethernity Networks Ltd.,4.2000,+0.0500,22.491M
1677,CLA.L,Celsius Resources Limited,4.2000,-0.0250,24.9M
1678,BLU.L,Blue Star Capital plc,4.2000,0.0000,21.231M
1679,0RU5.L,BerGenBio ASA,4.2000,+0.0185,24.592M
1680,GWMO.L,Great Western Mining Corporation PLC,4.2000,+0.0010,20.765M
1681,TRAF.L,Trafalgar Property Group plc,4.2000,-0.0100,23.202M
1682,CORO.L,Coro Energy plc,4.2000,0.0000,22.388M
1683,SOLG.L,SolGold plc,4.2000,+1.31,19.924M
1684,QBT.L,Quantum Blockchain Technologies Plc,4.2000,+0.0250,19.292M
1685,NWG.L,NatWest Group plc,4.2000,+2.70,28.94M
1686,HSBA.L,HSBC Holdings plc,4.2000,+4.00,18.533M
1687,CNA.L,Centrica plc,4.2000,-1.35,30.971M
1688,ZX11.L,,4.2000,+2.00,123.9M
1689,EUZ.L,Europa Metals Limited,4.2000,0.0000,20.845M
1690,GGP.L,Greatland Gold plc,4.2000,-0.27,18.056M
1691,WINV.L,Worsley Investors Ord,4.2000,-0.20,20.65M
1692,0RPI.IL,Saipem SpA,4.2000,+0.0680,16.882M
1693,0RJN.IL,"Banco Comercial Português, S.A.",4.2000,+0.0064,16.922M
1694,RR.L,Rolls-Royce Holdings plc,4.2000,+4.70,15.755M
1695,DEMG.L,Deltex Medical Group plc,4.2000,+0.0050,15.696M
1696,0HBC.IL,Intesa Sanpaolo S.p.A.,4.2000,+0.0187,14.94M
1697,APTA.L,Aptamer Group plc,4.2000,-0.0250,15.846M
1698,SMDS.L,DS Smith Plc,4.2000,+0.10,14.938M
1699,HZM.L,Horizonte Minerals Plc,4.2000,-2.2500,14.529M
1700,ENET.L,Ethernity Networks Ltd.,0.7250,+0.0500,22.491M
1701,CLA.L,Celsius Resources Limited,0.7250,-0.0250,24.9M
1702,BLU.L,Blue Star Capital plc,0.7250,0.0000,21.231M
1703,0RU5.L,BerGenBio ASA,0.7250,+0.0185,24.592M
1704,GWMO.L,Great Western Mining Corporation PLC,0.7250,+0.0010,20.765M
1705,TRAF.L,Trafalgar Property Group plc,0.7250,-0.0100,23.202M
1706,CORO.L,Coro Energy plc,0.7250,0.0000,22.388M
1707,SOLG.L,SolGold plc,0.7250,+1.31,19.924M
1708,QBT.L,Quantum Blockchain Technologies Plc,0.7250,+0.0250,19.292M
1709,NWG.L,NatWest Group plc,0.7250,+2.70,28.94M
1710,HSBA.L,HSBC Holdings plc,0.7250,+4.00,18.533M
1711,CNA.L,Centrica plc,0.7250,-1.35,30.971M
1712,ZX11.L,,0.7250,+2.00,123.9M
1713,EUZ.L,Europa Metals Limited,0.7250,0.0000,20.845M
1714,GGP.L,Greatland Gold plc,0.7250,-0.27,18.056M
1715,WINV.L,Worsley Investors Ord,0.7250,-0.20,20.65M
1716,0RPI.IL,Saipem SpA,0.7250,+0.0680,16.882M
1717,0RJN.IL,"Banco Comercial Português, S.A.",0.7250,+0.0064,16.922M
1718,RR.L,Rolls-Royce Holdings plc,0.7250,+4.70,15.755M
1719,DEMG.L,Deltex Medical Group plc,0.7250,+0.0050,15.696M
1720,0HBC.IL,Intesa Sanpaolo S.p.A.,0.7250,+0.0187,14.94M
1721,APTA.L,Aptamer Group plc,0.7250,-0.0250,15.846M
1722,SMDS.L,DS Smith Plc,0.7250,+0.10,14.938M
1723,HZM.L,Horizonte Minerals Plc,0.7250,-2.2500,14.529M
1724,0FMN.IL,Orlen S.A.,0.7250,-45.31,14.316M
1725,CLA.L,Celsius Resources Limited,0.7500,-0.0250,24.9M
1726,BLU.L,Blue Star Capital plc,0.7500,0.0000,21.231M
1727,0RU5.L,BerGenBio ASA,0.7500,+0.0185,24.592M
1728,GWMO.L,Great Western Mining Corporation PLC,0.7500,+0.0010,20.765M
1729,TRAF.L,Trafalgar Property Group plc,0.7500,-0.0100,23.202M
1730,CORO.L,Coro Energy plc,0.7500,0.0000,22.388M
1731,SOLG.L,SolGold plc,0.7500,+1.31,19.924M
1732,QBT.L,Quantum Blockchain Technologies Plc,0.7500,+0.0250,19.292M
1733,NWG.L,NatWest Group plc,0.7500,+2.70,28.94M
1734,HSBA.L,HSBC Holdings plc,0.7500,+4.00,18.533M
1735,CNA.L,Centrica plc,0.7500,-1.35,30.971M
1736,ZX11.L,,0.7500,+2.00,123.9M
1737,EUZ.L,Europa Metals Limited,0.7500,0.0000,20.845M
1738,GGP.L,Greatland Gold plc,0.7500,-0.27,18.056M
1739,WINV.L,Worsley Investors Ord,0.7500,-0.20,20.65M
1740,0RPI.IL,Saipem SpA,0.7500,+0.0680,16.882M
1741,0RJN.IL,"Banco Comercial Português, S.A.",0.7500,+0.0064,16.922M
1742,RR.L,Rolls-Royce Holdings plc,0.7500,+4.70,15.755M
1743,DEMG.L,Deltex Medical Group plc,0.7500,+0.0050,15.696M
1744,0HBC.IL,Intesa Sanpaolo S.p.A.,0.7500,+0.0187,14.94M
1745,APTA.L,Aptamer Group plc,0.7500,-0.0250,15.846M
1746,SMDS.L,DS Smith Plc,0.7500,+0.10,14.938M
1747,HZM.L,Horizonte Minerals Plc,0.7500,-2.2500,14.529M
1748,0FMN.IL,Orlen S.A.,0.7500,-45.31,14.316M
1749,DIS.L,Distil plc,0.7500,+0.0250,16.6M
1750,BLU.L,Blue Star Capital plc,0.0300,0.0000,21.231M
1751,0RU5.L,BerGenBio ASA,0.0300,+0.0185,24.592M
1752,GWMO.L,Great Western Mining Corporation PLC,0.0300,+0.0010,20.765M
1753,TRAF.L,Trafalgar Property Group plc,0.0300,-0.0100,23.202M
1754,CORO.L,Coro Energy plc,0.0300,0.0000,22.388M
1755,SOLG.L,SolGold plc,0.0300,+1.31,19.924M
1756,QBT.L,Quantum Blockchain Technologies Plc,0.0300,+0.0250,19.292M
1757,NWG.L,NatWest Group plc,0.0300,+2.70,28.94M
1758,HSBA.L,HSBC Holdings plc,0.0300,+4.00,18.533M
1759,CNA.L,Centrica plc,0.0300,-1.35,30.971M
1760,ZX11.L,,0.0300,+2.00,123.9M
1761,EUZ.L,Europa Metals Limited,0.0300,0.0000,20.845M
1762,GGP.L,Greatland Gold plc,0.0300,-0.27,18.056M
1763,WINV.L,Worsley Investors Ord,0.0300,-0.20,20.65M
1764,0RPI.IL,Saipem SpA,0.0300,+0.0680,16.882M
1765,0RJN.IL,"Banco Comercial Português, S.A.",0.0300,+0.0064,16.922M
1766,RR.L,Rolls-Royce Holdings plc,0.0300,+4.70,15.755M
1767,DEMG.L,Deltex Medical Group plc,0.0300,+0.0050,15.696M
1768,0HBC.IL,Intesa Sanpaolo S.p.A.,0.0300,+0.0187,14.94M
1769,APTA.L,Aptamer Group plc,0.0300,-0.0250,15.846M
1770,SMDS.L,DS Smith Plc,0.0300,+0.10,14.938M
1771,HZM.L,Horizonte Minerals Plc,0.0300,-2.2500,14.529M
1772,0FMN.IL,Orlen S.A.,0.0300,-45.31,14.316M
1773,DIS.L,Distil plc,0.0300,+0.0250,16.6M
1774,VODL.XC,Vodafone Group Public Limited Company,0.0300,+1.30,13.818M
1775,0RU5.L,BerGenBio ASA,0.1905,+0.0185,24.592M
1776,GWMO.L,Great Western Mining Corporation PLC,0.1905,+0.0010,20.765M
1777,TRAF.L,Trafalgar Property Group plc,0.1905,-0.0100,23.202M
1778,CORO.L,Coro Energy plc,0.1905,0.0000,22.388M
1779,SOLG.L,SolGold plc,0.1905,+1.31,19.924M
1780,QBT.L,Quantum Blockchain Technologies Plc,0.1905,+0.0250,19.292M
1781,NWG.L,NatWest Group plc,0.1905,+2.70,28.94M
1782,HSBA.L,HSBC Holdings plc,0.1905,+4.00,18.533M
1783,CNA.L,Centrica plc,0.1905,-1.35,30.971M
1784,ZX11.L,,0.1905,+2.00,123.9M
1785,EUZ.L,Europa Metals Limited,0.1905,0.0000,20.845M
1786,GGP.L,Greatland Gold plc,0.1905,-0.27,18.056M
1787,WINV.L,Worsley Investors Ord,0.1905,-0.20,20.65M
1788,0RPI.IL,Saipem SpA,0.1905,+0.0680,16.882M
1789,0RJN.IL,"Banco Comercial Português, S.A.",0.1905,+0.0064,16.922M
1790,RR.L,Rolls-Royce Holdings plc,0.1905,+4.70,15.755M
1791,DEMG.L,Deltex Medical Group plc,0.1905,+0.0050,15.696M
1792,0HBC.IL,Intesa Sanpaolo S.p.A.,0.1905,+0.0187,14.94M
1793,APTA.L,Aptamer Group plc,0.1905,-0.0250,15.846M
1794,SMDS.L,DS Smith Plc,0.1905,+0.10,14.938M
1795,HZM.L,Horizonte Minerals Plc,0.1905,-2.2500,14.529M
1796,0FMN.IL,Orlen S.A.,0.1905,-45.31,14.316M
1797,DIS.L,Distil plc,0.1905,+0.0250,16.6M
1798,VODL.XC,Vodafone Group Public Limited Company,0.1905,+1.30,13.818M
1799,TSCO.L,Tesco PLC,0.1905,-1.60,13.729M
1800,GWMO.L,Great Western Mining Corporation PLC,0.0465,+0.0010,20.765M
1801,TRAF.L,Trafalgar Property Group plc,0.0465,-0.0100,23.202M
1802,CORO.L,Coro Energy plc,0.0465,0.0000,22.388M
1803,SOLG.L,SolGold plc,0.0465,+1.31,19.924M
1804,QBT.L,Quantum Blockchain Technologies Plc,0.0465,+0.0250,19.292M
1805,NWG.L,NatWest Group plc,0.0465,+2.70,28.94M
1806,HSBA.L,HSBC Holdings plc,0.0465,+4.00,18.533M
1807,CNA.L,Centrica plc,0.0465,-1.35,30.971M
1808,ZX11.L,,0.0465,+2.00,123.9M
1809,EUZ.L,Europa Metals Limited,0.0465,0.0000,20.845M
1810,GGP.L,Greatland Gold plc,0.0465,-0.27,18.056M
1811,WINV.L,Worsley Investors Ord,0.0465,-0.20,20.65M
1812,0RPI.IL,Saipem SpA,0.0465,+0.0680,16.882M
1813,0RJN.IL,"Banco Comercial Português, S.A.",0.0465,+0.0064,16.922M
1814,RR.L,Rolls-Royce Holdings plc,0.0465,+4.70,15.755M
1815,DEMG.L,Deltex Medical Group plc,0.0465,+0.0050,15.696M
1816,0HBC.IL,Intesa Sanpaolo S.p.A.,0.0465,+0.0187,14.94M
1817,APTA.L,Aptamer Group plc,0.0465,-0.0250,15.846M
1818,SMDS.L,DS Smith Plc,0.0465,+0.10,14.938M
1819,HZM.L,Horizonte Minerals Plc,0.0465,-2.2500,14.529M
1820,0FMN.IL,Orlen S.A.,0.0465,-45.31,14.316M
1821,DIS.L,Distil plc,0.0465,+0.0250,16.6M
1822,VODL.XC,Vodafone Group Public Limited Company,0.0465,+1.30,13.818M
1823,TSCO.L,Tesco PLC,0.0465,-1.60,13.729M
1824,BT-A.L,BT Group plc,0.0465,+0.40,21.706M
1825,TRAF.L,Trafalgar Property Group plc,0.0525,-0.0100,23.202M
1826,CORO.L,Coro Energy plc,0.0525,0.0000,22.388M
1827,SOLG.L,SolGold plc,0.0525,+1.31,19.924M
1828,QBT.L,Quantum Blockchain Technologies Plc,0.0525,+0.0250,19.292M
1829,NWG.L,NatWest Group plc,0.0525,+2.70,28.94M
1830,HSBA.L,HSBC Holdings plc,0.0525,+4.00,18.533M
1831,CNA.L,Centrica plc,0.0525,-1.35,30.971M
1832,ZX11.L,,0.0525,+2.00,123.9M
1833,EUZ.L,Europa Metals Limited,0.0525,0.0000,20.845M
1834,GGP.L,Greatland Gold plc,0.0525,-0.27,18.056M
1835,WINV.L,Worsley Investors Ord,0.0525,-0.20,20.65M
1836,0RPI.IL,Saipem SpA,0.0525,+0.0680,16.882M
1837,0RJN.IL,"Banco Comercial Português, S.A.",0.0525,+0.0064,16.922M
1838,RR.L,Rolls-Royce Holdings plc,0.0525,+4.70,15.755M
1839,DEMG.L,Deltex Medical Group plc,0.0525,+0.0050,15.696M
1840,0HBC.IL,Intesa Sanpaolo S.p.A.,0.0525,+0.0187,14.94M
1841,APTA.L,Aptamer Group plc,0.0525,-0.0250,15.846M
1842,SMDS.L,DS Smith Plc,0.0525,+0.10,14.938M
1843,HZM.L,Horizonte Minerals Plc,0.0525,-2.2500,14.529M
1844,0FMN.IL,Orlen S.A.,0.0525,-45.31,14.316M
1845,DIS.L,Distil plc,0.0525,+0.0250,16.6M
1846,VODL.XC,Vodafone Group Public Limited Company,0.0525,+1.30,13.818M
1847,TSCO.L,Tesco PLC,0.0525,-1.60,13.729M
1848,BT-A.L,BT Group plc,0.0525,+0.40,21.706M
1849,DLG.L,Direct Line Insurance Group plc,0.0525,-0.65,13.837M
1850,CORO.L,Coro Energy plc,0.1950,0.0000,22.388M
1851,SOLG.L,SolGold plc,0.1950,+1.31,19.924M
1852,QBT.L,Quantum Blockchain Technologies Plc,0.1950,+0.0250,19.292M
1853,NWG.L,NatWest Group plc,0.1950,+2.70,28.94M
1854,HSBA.L,HSBC Holdings plc,0.1950,+4.00,18.533M
1855,CNA.L,Centrica plc,0.1950,-1.35,30.971M
1856,ZX11.L,,0.1950,+2.00,123.9M
1857,EUZ.L,Europa Metals Limited,0.1950,0.0000,20.845M
1858,GGP.L,Greatland Gold plc,0.1950,-0.27,18.056M
1859,WINV.L,Worsley Investors Ord,0.1950,-0.20,20.65M
1860,0RPI.IL,Saipem SpA,0.1950,+0.0680,16.882M
1861,0RJN.IL,"Banco Comercial Português, S.A.",0.1950,+0.0064,16.922M
1862,RR.L,Rolls-Royce Holdings plc,0.1950,+4.70,15.755M
1863,DEMG.L,Deltex Medical Group plc,0.1950,+0.0050,15.696M
1864,0HBC.IL,Intesa Sanpaolo S.p.A.,0.1950,+0.0187,14.94M
1865,APTA.L,Aptamer Group plc,0.1950,-0.0250,15.846M
1866,SMDS.L,DS Smith Plc,0.1950,+0.10,14.938M
1867,HZM.L,Horizonte Minerals Plc,0.1950,-2.2500,14.529M
1868,0FMN.IL,Orlen S.A.,0.1950,-45.31,14.316M
1869,DIS.L,Distil plc,0.1950,+0.0250,16.6M
1870,VODL.XC,Vodafone Group Public Limited Company,0.1950,+1.30,13.818M
1871,TSCO.L,Tesco PLC,0.1950,-1.60,13.729M
1872,BT-A.L,BT Group plc,0.1950,+0.40,21.706M
1873,DLG.L,Direct Line Insurance Group plc,0.1950,-0.65,13.837M
1874,TYM.L,Tertiary Minerals plc,0.1950,0.0000,13.259M
1875,SOLG.L,SolGold plc,10.60,+1.31,19.924M
1876,QBT.L,Quantum Blockchain Technologies Plc,10.60,+0.0250,19.292M
1877,NWG.L,NatWest Group plc,10.60,+2.70,28.94M
1878,HSBA.L,HSBC Holdings plc,10.60,+4.00,18.533M
1879,CNA.L,Centrica plc,10.60,-1.35,30.971M
1880,ZX11.L,,10.60,+2.00,123.9M
1881,EUZ.L,Europa Metals Limited,10.60,0.0000,20.845M
1882,GGP.L,Greatland Gold plc,10.60,-0.27,18.056M
1883,WINV.L,Worsley Investors Ord,10.60,-0.20,20.65M
1884,0RPI.IL,Saipem SpA,10.60,+0.0680,16.882M
1885,0RJN.IL,"Banco Comercial Português, S.A.",10.60,+0.0064,16.922M
1886,RR.L,Rolls-Royce Holdings plc,10.60,+4.70,15.755M
1887,DEMG.L,Deltex Medical Group plc,10.60,+0.0050,15.696M
1888,0HBC.IL,Intesa Sanpaolo S.p.A.,10.60,+0.0187,14.94M
1889,APTA.L,Aptamer Group plc,10.60,-0.0250,15.846M
1890,SMDS.L,DS Smith Plc,10.60,+0.10,14.938M
1891,HZM.L,Horizonte Minerals Plc,10.60,-2.2500,14.529M
1892,0FMN.IL,Orlen S.A.,10.60,-45.31,14.316M
1893,DIS.L,Distil plc,10.60,+0.0250,16.6M
1894,VODL.XC,Vodafone Group Public Limited Company,10.60,+1.30,13.818M
1895,TSCO.L,Tesco PLC,10.60,-1.60,13.729M
1896,BT-A.L,BT Group plc,10.60,+0.40,21.706M
1897,DLG.L,Direct Line Insurance Group plc,10.60,-0.65,13.837M
1898,TYM.L,Tertiary Minerals plc,10.60,0.0000,13.259M
1899,0HB1.IL,"Casino, Guichard-Perrachon S.A.",10.60,-1.1449,13.231M
1900,QBT.L,Quantum Blockchain Technologies Plc,1.1750,+0.0250,19.292M
1901,NWG.L,NatWest Group plc,1.1750,+2.70,28.94M
1902,HSBA.L,HSBC Holdings plc,1.1750,+4.00,18.533M
1903,CNA.L,Centrica plc,1.1750,-1.35,30.971M
1904,ZX11.L,,1.1750,+2.00,123.9M
1905,EUZ.L,Europa Metals Limited,1.1750,0.0000,20.845M
1906,GGP.L,Greatland Gold plc,1.1750,-0.27,18.056M
1907,WINV.L,Worsley Investors Ord,1.1750,-0.20,20.65M
1908,0RPI.IL,Saipem SpA,1.1750,+0.0680,16.882M
1909,0RJN.IL,"Banco Comercial Português, S.A.",1.1750,+0.0064,16.922M
1910,RR.L,Rolls-Royce Holdings plc,1.1750,+4.70,15.755M
1911,DEMG.L,Deltex Medical Group plc,1.1750,+0.0050,15.696M
1912,0HBC.IL,Intesa Sanpaolo S.p.A.,1.1750,+0.0187,14.94M
1913,APTA.L,Aptamer Group plc,1.1750,-0.0250,15.846M
1914,SMDS.L,DS Smith Plc,1.1750,+0.10,14.938M
1915,HZM.L,Horizonte Minerals Plc,1.1750,-2.2500,14.529M
1916,0FMN.IL,Orlen S.A.,1.1750,-45.31,14.316M
1917,DIS.L,Distil plc,1.1750,+0.0250,16.6M
1918,VODL.XC,Vodafone Group Public Limited Company,1.1750,+1.30,13.818M
1919,TSCO.L,Tesco PLC,1.1750,-1.60,13.729M
1920,BT-A.L,BT Group plc,1.1750,+0.40,21.706M
1921,DLG.L,Direct Line Insurance Group plc,1.1750,-0.65,13.837M
1922,TYM.L,Tertiary Minerals plc,1.1750,0.0000,13.259M
1923,0HB1.IL,"Casino, Guichard-Perrachon S.A.",1.1750,-1.1449,13.231M
1924,QLT.L,Quilter plc,1.1750,+2.50,13.383M
1925,NWG.L,NatWest Group plc,265.50,+2.70,28.94M
1926,HSBA.L,HSBC Holdings plc,265.50,+4.00,18.533M
1927,CNA.L,Centrica plc,265.50,-1.35,30.971M
1928,ZX11.L,,265.50,+2.00,123.9M
1929,EUZ.L,Europa Metals Limited,265.50,0.0000,20.845M
1930,GGP.L,Greatland Gold plc,265.50,-0.27,18.056M
1931,WINV.L,Worsley Investors Ord,265.50,-0.20,20.65M
1932,0RPI.IL,Saipem SpA,265.50,+0.0680,16.882M
1933,0RJN.IL,"Banco Comercial Português, S.A.",265.50,+0.0064,16.922M
1934,RR.L,Rolls-Royce Holdings plc,265.50,+4.70,15.755M
1935,DEMG.L,Deltex Medical Group plc,265.50,+0.0050,15.696M
1936,0HBC.IL,Intesa Sanpaolo S.p.A.,265.50,+0.0187,14.94M
1937,APTA.L,Aptamer Group plc,265.50,-0.0250,15.846M
1938,SMDS.L,DS Smith Plc,265.50,+0.10,14.938M
1939,HZM.L,Horizonte Minerals Plc,265.50,-2.2500,14.529M
1940,0FMN.IL,Orlen S.A.,265.50,-45.31,14.316M
1941,DIS.L,Distil plc,265.50,+0.0250,16.6M
1942,VODL.XC,Vodafone Group Public Limited Company,265.50,+1.30,13.818M
1943,TSCO.L,Tesco PLC,265.50,-1.60,13.729M
1944,BT-A.L,BT Group plc,265.50,+0.40,21.706M
1945,DLG.L,Direct Line Insurance Group plc,265.50,-0.65,13.837M
1946,TYM.L,Tertiary Minerals plc,265.50,0.0000,13.259M
1947,0HB1.IL,"Casino, Guichard-Perrachon S.A.",265.50,-1.1449,13.231M
1948,QLT.L,Quilter plc,265.50,+2.50,13.383M
1949,MRIT.L,Merit Group plc,265.50,0.00,15.125M
1950,HSBA.L,HSBC Holdings plc,619.00,+4.00,18.533M
1951,CNA.L,Centrica plc,619.00,-1.35,30.971M
1952,ZX11.L,,619.00,+2.00,123.9M
1953,EUZ.L,Europa Metals Limited,619.00,0.0000,20.845M
1954,GGP.L,Greatland Gold plc,619.00,-0.27,18.056M
1955,WINV.L,Worsley Investors Ord,619.00,-0.20,20.65M
1956,0RPI.IL,Saipem SpA,619.00,+0.0680,16.882M
1957,0RJN.IL,"Banco Comercial Português, S.A.",619.00,+0.0064,16.922M
